time,open,high,low,close,volume,spread,real_volume
2025-12-19 11:00:00,4325.95,4326.32,4324.55,4325.73,740,3,0
2025-12-19 11:03:00,4325.73,4326.17,4324.49,4325.95,459,3,0
2025-12-19 11:06:00,4325.96,4326.49,4325.24,4326.49,400,3,0
2025-12-19 11:09:00,4326.5,4326.78,4325.22,4326.61,492,3,0
2025-12-19 11:12:00,4326.57,4327.59,4326.09,4326.82,358,3,0
2025-12-19 11:15:00,4326.8,4327.15,4325.99,4326.21,430,3,0
2025-12-19 11:18:00,4326.21,4327.17,4325.96,4326.78,325,3,0
2025-12-19 11:21:00,4326.73,4328.0,4326.53,4327.8,418,3,0
2025-12-19 11:24:00,4327.82,4328.41,4327.43,4328.03,385,3,0
2025-12-19 11:27:00,4328.01,4328.1,4326.7,4327.01,436,3,0
2025-12-19 11:30:00,4326.94,4328.27,4325.85,4328.05,498,3,0
2025-12-19 11:33:00,4328.05,4328.41,4326.42,4327.41,516,3,0
2025-12-19 11:36:00,4327.39,4327.56,4326.7,4327.0,375,3,0
2025-12-19 11:39:00,4326.96,4329.56,4326.7,4329.56,655,3,0
2025-12-19 11:42:00,4329.54,4331.04,4328.83,4330.74,963,3,0
2025-12-19 11:45:00,4330.82,4333.69,4329.98,4331.47,1251,3,0
2025-12-19 11:48:00,4331.47,4331.48,4329.16,4329.47,846,3,0
2025-12-19 11:51:00,4329.5,4329.87,4328.35,4329.66,1093,3,0
2025-12-19 11:54:00,4329.59,4329.59,4327.37,4327.6,1562,3,0
2025-12-19 11:57:00,4327.63,4329.8,4327.32,4329.51,1143,3,0
2025-12-19 12:00:00,4329.47,4330.25,4328.81,4328.97,572,3,0
2025-12-19 12:03:00,4328.95,4329.4,4328.15,4329.22,502,3,0
2025-12-19 12:06:00,4329.17,4331.77,4328.91,4330.92,591,4,0
2025-12-19 12:09:00,4330.9,4331.56,4329.82,4330.8,676,3,0
2025-12-19 12:12:00,4330.74,4331.75,4330.0,4330.24,624,3,0
2025-12-19 12:15:00,4330.25,4331.48,4328.78,4328.92,622,4,0
2025-12-19 12:18:00,4328.95,4330.27,4328.03,4328.77,808,3,0
2025-12-19 12:21:00,4328.81,4328.99,4328.02,4328.63,1387,3,0
2025-12-19 12:24:00,4328.64,4330.13,4328.12,4328.31,919,3,0
2025-12-19 12:27:00,4328.32,4328.78,4326.98,4327.25,656,3,0
2025-12-19 12:30:00,4327.27,4327.73,4324.51,4325.37,902,3,0
2025-12-19 12:33:00,4325.31,4326.23,4322.33,4325.13,963,4,0
2025-12-19 12:36:00,4325.14,4325.64,4323.73,4325.01,798,3,0
2025-12-19 12:39:00,4325.01,4326.9,4324.25,4326.9,658,3,0
2025-12-19 12:42:00,4326.9,4327.9,4326.14,4327.22,695,3,0
2025-12-19 12:45:00,4327.24,4328.2,4326.99,4327.96,470,3,0
2025-12-19 12:48:00,4327.96,4328.74,4327.39,4328.7,602,3,0
2025-12-19 12:51:00,4328.71,4329.32,4326.75,4328.21,709,3,0
2025-12-19 12:54:00,4328.17,4329.66,4327.5,4328.2,869,3,0
2025-12-19 12:57:00,4328.15,4328.43,4327.35,4327.77,785,3,0
2025-12-19 13:00:00,4327.8,4329.08,4327.2,4327.69,580,3,0
2025-12-19 13:03:00,4327.7,4328.73,4327.12,4327.74,706,3,0
2025-12-19 13:06:00,4327.73,4327.75,4325.71,4325.98,1281,3,0
2025-12-19 13:09:00,4326.12,4327.42,4325.74,4326.89,1082,3,0
